"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Confidence","OTU"
"0008d8b083042ca29ace558fe3840fed","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8860809","0008d8b083042ca29ace558fe3840fed"
"00133e612bfa794a439e34b9a0f99988","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8447936","00133e612bfa794a439e34b9a0f99988"
"0016380ec7ace7724205c9fc70fb30df","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0016380ec7ace7724205c9fc70fb30df"
"00198b9ed63c841bf4130f614b4e044a","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium",NA,"1.0000000","00198b9ed63c841bf4130f614b4e044a"
"0019ce0de0bbd3440437e1071cd9d544","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7145320","0019ce0de0bbd3440437e1071cd9d544"
"001a89a493296be0654aa917509df3ba","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS08","unidentified","unidentified","unidentified","0.9860962","001a89a493296be0654aa917509df3ba"
"001f18c0622ce51cf92493625ad39367","Fungi","Basidiomycota","Tremellomycetes","unidentified","unidentified","unidentified","unidentified","0.9419884","001f18c0622ce51cf92493625ad39367"
"0020feffc2bf42443932f9a4a0d47f0e","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0020feffc2bf42443932f9a4a0d47f0e"
"0026469361e47a05a740352addf8a88f","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8184624","0026469361e47a05a740352addf8a88f"
"0026ec499d1c31acbd890c491702a5f4","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0026ec499d1c31acbd890c491702a5f4"
"00340d3e4923fcbcf43e9a934211e04b","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Typhulaceae","Typhula",NA,"0.9855911","00340d3e4923fcbcf43e9a934211e04b"
"0034ebcef756b84be5a1b43f0d90ad92","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8454256","0034ebcef756b84be5a1b43f0d90ad92"
"003acc81980acd55f10c5421d59ba056","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_canescens","0.7181464","003acc81980acd55f10c5421d59ba056"
"003bb4cd6403774ab3403b1648eedb05","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8160705","003bb4cd6403774ab3403b1648eedb05"
"004147ba82be4dc9677744b125dc5c5d","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8122457","004147ba82be4dc9677744b125dc5c5d"
"004a83ae2fe3569f16f6454f614e9748","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8900413","004a83ae2fe3569f16f6454f614e9748"
"004bbf8884e74fc5f2cd6bc710df0e32","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","Olpidium_brassicae","1.0000000","004bbf8884e74fc5f2cd6bc710df0e32"
"004fede36247dd4d025c1be6eda40e99","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7242534","004fede36247dd4d025c1be6eda40e99"
"00515eb099a43d28c609f1f2d97b5ca0","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","0.7854684","00515eb099a43d28c609f1f2d97b5ca0"
"005541470cb57a768512f044b1e5a8e9","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","005541470cb57a768512f044b1e5a8e9"
"0059a1c9104fa2572a2baf8978876e20","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_carnescens","0.7168669","0059a1c9104fa2572a2baf8978876e20"
"005bdd10ea1ab797fd8084f1002ec377","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8340073","005bdd10ea1ab797fd8084f1002ec377"
"005bff917f6cf67d5b1e46cbaf7decdd","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,"0.9997156","005bff917f6cf67d5b1e46cbaf7decdd"
"006453b38a4d743406ede4bf1667cf69","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8366042","006453b38a4d743406ede4bf1667cf69"
"00654b20d1bd400355a743e22a041118","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","00654b20d1bd400355a743e22a041118"
"0067b47c597584da60a6956ff5249c94","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8663274","0067b47c597584da60a6956ff5249c94"
"006cff174309cd7f4d3aa30c3a13f84c","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor_velutinosus","0.8034900","006cff174309cd7f4d3aa30c3a13f84c"
"006fddcd00b6de24f654ed72b1fc17f7","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_xenobiotica","0.9999684","006fddcd00b6de24f654ed72b1fc17f7"
"007a9f78b1e71f5714ee6cc3c0bca40d","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","007a9f78b1e71f5714ee6cc3c0bca40d"
"00820e3f10dbc70c51c3bd892d29b4e6","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9026307","00820e3f10dbc70c51c3bd892d29b4e6"
"008754864630d1b32a69793cb6a269cd","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","008754864630d1b32a69793cb6a269cd"
"008d4fc6947dd185245d864d9bd84b92","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Hymenoscyphus","Hymenoscyphus_menthae","0.9999986","008d4fc6947dd185245d864d9bd84b92"
"008df94ca491fd30234db572c01d47bb","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","008df94ca491fd30234db572c01d47bb"
"00915c4f96c0f98ac63422e01cabda4e","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","unidentified","0.9322920","00915c4f96c0f98ac63422e01cabda4e"
"00946a120a2de1fb90a9f2dc14641b0b","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","00946a120a2de1fb90a9f2dc14641b0b"
"0094b116b02bf5586ba4c81f4aa315f7","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8204184","0094b116b02bf5586ba4c81f4aa315f7"
"009d7982652f8f2e24b4f4cfec03d8e7","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae",NA,NA,"0.9136383","009d7982652f8f2e24b4f4cfec03d8e7"
"009dc3183d2444dda9bc2c0d1d3dfe3c","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7025307","009dc3183d2444dda9bc2c0d1d3dfe3c"
"00a4e9383635035917a4e853fea0abfa","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8792957","00a4e9383635035917a4e853fea0abfa"
"00a6104e4441ec4fd3a9e4e0510573e6","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis_mosseae","0.9685426","00a6104e4441ec4fd3a9e4e0510573e6"
"00afd6a970419a69ea747edb6b80becf","Fungi","Ascomycota",NA,NA,NA,NA,NA,"0.7395378","00afd6a970419a69ea747edb6b80becf"
"00bcca8156ea160177f88c976f6f86e2","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8414550","00bcca8156ea160177f88c976f6f86e2"
"00bdf4955742c58704b382f25c39bf69","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","00bdf4955742c58704b382f25c39bf69"
"00cc9b04553ffb31b01f4032f509579a","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA,"0.9988177","00cc9b04553ffb31b01f4032f509579a"
"00cda736f2af2d212d8d7fd2230fc663","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8675568","00cda736f2af2d212d8d7fd2230fc663"
"00d128c78d2f3c17c1f498dc053c59dc","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_reticulata","0.9987262","00d128c78d2f3c17c1f498dc053c59dc"
"00d430c0cfdc86786c139759f4a35aa5","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA,"0.9999528","00d430c0cfdc86786c139759f4a35aa5"
"00e8d00dfa9d7960917a1b4887a57655","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","00e8d00dfa9d7960917a1b4887a57655"
"00e8f24a89d52fdee8f51d01043fa568","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Ochroconis","unidentified","0.9860281","00e8f24a89d52fdee8f51d01043fa568"
"00e96c72d5f7976fcf53fdea64ea5750","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae","Powellomyces","unidentified","0.9999716","00e96c72d5f7976fcf53fdea64ea5750"
"00eac52cc9636397f17641346cc148ec","Fungi","Ascomycota",NA,NA,NA,NA,NA,"0.9971741","00eac52cc9636397f17641346cc148ec"
"00ed6709dcc617ff736288d4ecece81c","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS05","unidentified","unidentified","unidentified","0.9999966","00ed6709dcc617ff736288d4ecece81c"
"00fbf5a3232e1c0bfe553cad5df67920","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_dimennae","0.9974226","00fbf5a3232e1c0bfe553cad5df67920"
"00fcdc7178eab6a3450b5c57a9e82bef","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","00fcdc7178eab6a3450b5c57a9e82bef"
"00fd773b38489437fb8cfdd3484b2d77","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9917774","00fd773b38489437fb8cfdd3484b2d77"
"0107dab849818535675a820770c3bcba","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA,"0.9999992","0107dab849818535675a820770c3bcba"
"0108600f1d50124cfdd5434a958885e3","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0108600f1d50124cfdd5434a958885e3"
"01103dd3589c6ac1ce32ea0437976594","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","01103dd3589c6ac1ce32ea0437976594"
"01167e5e016a6392e5709549c7ef0b09","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","01167e5e016a6392e5709549c7ef0b09"
"0117526f565c9223130f776434c7746f","Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae","Geminibasidium","Geminibasidium_hirsutum","0.9415352","0117526f565c9223130f776434c7746f"
"012262e4bde2bb7c1420f2522cdaf0ec","Fungi","Ascomycota",NA,NA,NA,NA,NA,"0.7965803","012262e4bde2bb7c1420f2522cdaf0ec"
"01226531171c138d541f0211040951d7","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9996199","01226531171c138d541f0211040951d7"
"012dce78c6641ab4ff6ede0e76c3b675","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7054052","012dce78c6641ab4ff6ede0e76c3b675"
"012df5008196435a3f508bb4976b3c18","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","012df5008196435a3f508bb4976b3c18"
"01303b3314b0f0af579669c497245203","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7753936","01303b3314b0f0af579669c497245203"
"0134354ab27cc8909f609ffda961d7e5","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_persicinum","0.9999864","0134354ab27cc8909f609ffda961d7e5"
"013685985f545efda7130be3a8a61603","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8534194","013685985f545efda7130be3a8a61603"
"013ce643441054b503dd0115b5b8a316","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza","Peziza_buxea","0.9999999","013ce643441054b503dd0115b5b8a316"
"014384b8b9524a60bf706dcbbbd5f249","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8893664","014384b8b9524a60bf706dcbbbd5f249"
"0144efb304b6a57d2e1f103c5e617bfe","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0144efb304b6a57d2e1f103c5e617bfe"
"01481d17335902c4a1e65126c78fb533","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA,"0.9982174","01481d17335902c4a1e65126c78fb533"
"014975b9dae3908a9476d0ea1d3aa78d","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza",NA,"0.9732165","014975b9dae3908a9476d0ea1d3aa78d"
"014a3cb3c6049877795e72a8e399be41","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","014a3cb3c6049877795e72a8e399be41"
"014aef61a34715bab7e7985ec9004298","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","014aef61a34715bab7e7985ec9004298"
"015211a4159d2818f1a5dbd6ee0c8aa1","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema_frias","0.9998056","015211a4159d2818f1a5dbd6ee0c8aa1"
"0153e0521cd59d38d4d52b91127e5b81","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7183690","0153e0521cd59d38d4d52b91127e5b81"
"015581a17fb382cb3eace5445c269545","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7236103","015581a17fb382cb3eace5445c269545"
"0157882c3c2bf6e750bcaaed966347b6","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8368664","0157882c3c2bf6e750bcaaed966347b6"
"0157c803e9cfbc6172f0f01f60832a68","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7631937","0157c803e9cfbc6172f0f01f60832a68"
"015842224b438d03e0397180c48fa7da","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","015842224b438d03e0397180c48fa7da"
"01585da0a02843d9cfeae4c0ab1156e4","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","01585da0a02843d9cfeae4c0ab1156e4"
"015af5e6ebfa0c58d64ce4aedd13c738","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","015af5e6ebfa0c58d64ce4aedd13c738"
"0162b462e7ec03f6e9c850581dbf8bd8","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8985040","0162b462e7ec03f6e9c850581dbf8bd8"
"016929a9a4ec598461f5a5af5cc94f63","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","016929a9a4ec598461f5a5af5cc94f63"
"016b906c4098ab6b4b65be7a16b14227","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA,"0.9994971","016b906c4098ab6b4b65be7a16b14227"
"017231c7deb8997e36abcecc9e014585","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8718788","017231c7deb8997e36abcecc9e014585"
"0176eee3525f952d784fb1a0c2e37108","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.9138339","0176eee3525f952d784fb1a0c2e37108"
"017b1efccffb29e605762d2d2280a92b","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8819971","017b1efccffb29e605762d2d2280a92b"
"017ca7e53b7f14fad8b393c1bdf53b22","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8569318","017ca7e53b7f14fad8b393c1bdf53b22"
"017e49f83c62a6920378639f4a81650b","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","017e49f83c62a6920378639f4a81650b"
"01807ffddb2bcd0553fb29ce4502ca04","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","01807ffddb2bcd0553fb29ce4502ca04"
"0182952ed15b504a960fcf13ecd856d4","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Setophoma","Setophoma_terrestris","0.9879199","0182952ed15b504a960fcf13ecd856d4"
"019d4826c33bddadca35091ffd0c71ce","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Neocamarosporium","unidentified","0.9549367","019d4826c33bddadca35091ffd0c71ce"
"019ddd025a7266f78368489d3abc98b2","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","Coprinopsis_scobicola","0.7827956","019ddd025a7266f78368489d3abc98b2"
"01ae81c4bc2612814bff7ab0dd4a582a","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Elasticomyces","Elasticomyces_elasticus","0.9999942","01ae81c4bc2612814bff7ab0dd4a582a"
"01b6be146c30f50098a599c84a46a201","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","01b6be146c30f50098a599c84a46a201"
"01bcbf50b909ef67e7f9c61045e61daa","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","01bcbf50b909ef67e7f9c61045e61daa"
"01c146daf279c30562cd8c0f9ce58d38","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8103667","01c146daf279c30562cd8c0f9ce58d38"
"01c73ba0c569cadeba393ebba909e2ac","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7646741","01c73ba0c569cadeba393ebba909e2ac"
"01cef4a2479413f5bfe7e637faf8875e","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","01cef4a2479413f5bfe7e637faf8875e"
"01d943ad02dd20e5a818dae0f58efca8","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Tulostoma","Tulostoma_fimbriatum","0.9992667","01d943ad02dd20e5a818dae0f58efca8"
"01dc7bfa7f4a6180d3b939bc524fad04","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7518422","01dc7bfa7f4a6180d3b939bc524fad04"
"01e18c7a5551b77aac51064e79ceb336","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","01e18c7a5551b77aac51064e79ceb336"
"01e1f758501d597db8010a773a6dda70","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","01e1f758501d597db8010a773a6dda70"
"01e6faaaa0e3b7a014a21696f3cd72bf","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9351772","01e6faaaa0e3b7a014a21696f3cd72bf"
"01ed3af57862e8808b42ac98c40d59a4","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","01ed3af57862e8808b42ac98c40d59a4"
"01f672370ed755a57153fa1fe5570e24","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7093502","01f672370ed755a57153fa1fe5570e24"
"01f998601d79ac910179f088fda44159","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","0.8966193","01f998601d79ac910179f088fda44159"
"01fa10867ed6778f393ba032a94ed68f","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae",NA,NA,"0.9999862","01fa10867ed6778f393ba032a94ed68f"
"01fee07e64d15e0869734b207955570d","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"0.9307366","01fee07e64d15e0869734b207955570d"
"0200caf7ae309d88c1c45c32abfc2ef6","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA,"0.9986237","0200caf7ae309d88c1c45c32abfc2ef6"
"0202d3cfad0aad193108a4d0fe63cc99","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8170426","0202d3cfad0aad193108a4d0fe63cc99"
"02030a155ffcf0e6ad6a7b09b09aca8f","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Fomitopsis","Fomitopsis_pinicola","0.9988711","02030a155ffcf0e6ad6a7b09b09aca8f"
"020547023278593f7ce5c04c5e76a1da","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Calvatia","Calvatia_gigantea","0.9977509","020547023278593f7ce5c04c5e76a1da"
"0206973493cf0c423a1eaac12a7521ce","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0206973493cf0c423a1eaac12a7521ce"
"0215dedf53f523930f6fd2bc02422e40","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.9028127","0215dedf53f523930f6fd2bc02422e40"
"0216df0869afdac4c2805c2b8a32a0ac","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae",NA,NA,"0.9728728","0216df0869afdac4c2805c2b8a32a0ac"
"02259f698e205d632e4686120e825ce5","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus",NA,"0.9587977","02259f698e205d632e4686120e825ce5"
"022b7f93b074d64705d6cf1db1fbc9f5","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7534783","022b7f93b074d64705d6cf1db1fbc9f5"
"022e25bd5d5219912b39aa6717f796b9","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Panaeolus","Panaeolus_fimicola","0.9268147","022e25bd5d5219912b39aa6717f796b9"
"022eb13a8a0db173e2fcf96c15484c80","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Kraurogymnocarpa","Kraurogymnocarpa_trochleospora","1.0000000","022eb13a8a0db173e2fcf96c15484c80"
"023132879ed785531f1d1a71f480ceee","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","unidentified","unidentified","unidentified","0.9978422","023132879ed785531f1d1a71f480ceee"
"02324f0f0feef8c676be795e3f54e89b","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7308823","02324f0f0feef8c676be795e3f54e89b"
"0235db8ee86cd3336ffba883fa71b713","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0235db8ee86cd3336ffba883fa71b713"
"0237855c0a2a16cb8e201221cc23ef0f","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Melanoleuca",NA,"0.9995388","0237855c0a2a16cb8e201221cc23ef0f"
"02440047670ee4b307f10ef7d8a13226","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Eucasphaeria","unidentified","0.8038852","02440047670ee4b307f10ef7d8a13226"
"024743b28c7839aa5d3e24c1d905fc2e","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","024743b28c7839aa5d3e24c1d905fc2e"
"02514786f963002b3f42a492f2f4db16","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","02514786f963002b3f42a492f2f4db16"
"02516e987fe3b2f3f2668bc3ce23c8a8","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","02516e987fe3b2f3f2668bc3ce23c8a8"
"0251e7ccf0041b050ea3ab9b650433fe","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7681689","0251e7ccf0041b050ea3ab9b650433fe"
"02577b7840a6456a2a254ea3c20b59f9","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces_roseus","0.8780460","02577b7840a6456a2a254ea3c20b59f9"
"025d8c5403fb01a351caf14f6e00e03c","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","025d8c5403fb01a351caf14f6e00e03c"
"025e30f307f2dc5532b0a048d7eef8ff","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7721680","025e30f307f2dc5532b0a048d7eef8ff"
"02612832f56825fbe3d58ad5aa056bb2","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","02612832f56825fbe3d58ad5aa056bb2"
"02659f534fda9ca91d22198c645ae1b7","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","02659f534fda9ca91d22198c645ae1b7"
"0268c14322f64232c18d4e8e681214b1","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8556555","0268c14322f64232c18d4e8e681214b1"
"0268f0dd120310601da27a68553bd384","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0268f0dd120310601da27a68553bd384"
"0271dacad11516de2dad46e2da03fe68","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS05","unidentified","unidentified","unidentified","0.9999945","0271dacad11516de2dad46e2da03fe68"
"027a08ace5b723cc6469a08e26fbe06e","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","027a08ace5b723cc6469a08e26fbe06e"
"0283445fdc3e4f28dd55e5a61d158686","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Shanorella","Shanorella_spirotricha","0.9999991","0283445fdc3e4f28dd55e5a61d158686"
"0287e8dc5312ceb11767ac2b3b82c4df","Fungi","Basidiomycota","Exobasidiomycetes","Tilletiales","Tilletiaceae","Tilletia","Tilletia_puccinelliae","0.9995569","0287e8dc5312ceb11767ac2b3b82c4df"
"0288dc3c4a522bf40e920e86ef938ec1","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium",NA,"0.8571925","0288dc3c4a522bf40e920e86ef938ec1"
"0289b8060bb3dbbc7fb3059c0868e354","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","Spizellomyces_pseudodichotomus","1.0000000","0289b8060bb3dbbc7fb3059c0868e354"
"02908a037539a8b4c3e4826616d49e0a","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","02908a037539a8b4c3e4826616d49e0a"
"02909d8f0f9d1be9b242a5e1d11dd43b","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8291103","02909d8f0f9d1be9b242a5e1d11dd43b"
"0291c127197d9e9cff48bc7a5ba6f80a","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Neocamarosporium","unidentified","0.9801439","0291c127197d9e9cff48bc7a5ba6f80a"
"0293913ad1f107f15062bf07c0fe3c52","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","0293913ad1f107f15062bf07c0fe3c52"
"029c7325b463182b068dbed0f44ee576","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","029c7325b463182b068dbed0f44ee576"
"029df2a2bc2b43515305c7e35dc0d739","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9347389","029df2a2bc2b43515305c7e35dc0d739"
"02a5c16849dbc35b362fb134486d4d6d","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_alpina","0.9989850","02a5c16849dbc35b362fb134486d4d6d"
"02a6884792406ce06edd895b3c7d9888","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","Olpidium_brassicae","1.0000000","02a6884792406ce06edd895b3c7d9888"
"02a6fc3c75777dd205a113c28b1d6cf1","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus","unidentified","0.9125463","02a6fc3c75777dd205a113c28b1d6cf1"
"02af1ccac68095105e945f92c6a4b383","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9710702","02af1ccac68095105e945f92c6a4b383"
"02b4a9285c9bd4334ee152757d818796","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","02b4a9285c9bd4334ee152757d818796"
