"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Confidence","OTU"
"c101ae586829ea1b67a05cf2788c0570","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c101ae586829ea1b67a05cf2788c0570"
"c109bec70522ba765c1c12e088af61eb","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7857808","c109bec70522ba765c1c12e088af61eb"
"c10cf12206af28eecc1d39b9b931a8ca","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Panaeolus","Panaeolus_fimicola","0.9157668","c10cf12206af28eecc1d39b9b931a8ca"
"c10dd49908d1821894b9c17b7a4688e9","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8522577","c10dd49908d1821894b9c17b7a4688e9"
"c1162babe7d055d706c4ad11f4524a07","Fungi","Chytridiomycota",NA,NA,NA,NA,NA,"0.9212092","c1162babe7d055d706c4ad11f4524a07"
"c1167b6b30c3bbe70a113fe4682814dd","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9992465","c1167b6b30c3bbe70a113fe4682814dd"
"c1180fcf476d3e75e20b119a15097b0b","Fungi","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytridiaceae","Phlyctochytrium","Phlyctochytrium_reinboldtiae","0.9999419","c1180fcf476d3e75e20b119a15097b0b"
"c11833e07ddb07f3505c96f33f1fd609","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c11833e07ddb07f3505c96f33f1fd609"
"c11961cb9dd721e995dd661f723b0a81","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7531991","c11961cb9dd721e995dd661f723b0a81"
"c11976112713b542ae84547a53e11c07","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c11976112713b542ae84547a53e11c07"
"c119e6c21f2d68e1936153750a2939ff","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","0.7732085","c119e6c21f2d68e1936153750a2939ff"
"c11f28429cfea17538072d714b446086","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Morosphaeriaceae","Clypeoloculus","Clypeoloculus_microsporus","0.9998280","c11f28429cfea17538072d714b446086"
"c125f5a7c71750c9473b5ed0b959e4cd","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8388225","c125f5a7c71750c9473b5ed0b959e4cd"
"c12965e7b06399fc8ea28c398ec3f2fa","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c12965e7b06399fc8ea28c398ec3f2fa"
"c12a6740c2676bf4474aae3d4dec61f2","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c12a6740c2676bf4474aae3d4dec61f2"
"c12ff332aae9ef15484578408f61997c","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c12ff332aae9ef15484578408f61997c"
"c130baecd35f08a8f79bdfbdc0abb6c0","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c130baecd35f08a8f79bdfbdc0abb6c0"
"c130de801034040d2488fe16fad7b835","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8564198","c130de801034040d2488fe16fad7b835"
"c1335e4b119c0988df25272536b7dad9","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.9221161","c1335e4b119c0988df25272536b7dad9"
"c1387c0592183d33de3d133f9ffdd97d","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c1387c0592183d33de3d133f9ffdd97d"
"c138dbbba178c7b31d04a48aaefb29ee","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8479954","c138dbbba178c7b31d04a48aaefb29ee"
"c13977a034659089693fc4d5ea64a8b0","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"0.9989977","c13977a034659089693fc4d5ea64a8b0"
"c13cef29919611f8afc2d29dec57e97c","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c13cef29919611f8afc2d29dec57e97c"
"c13fb93eedec3db67931968df8f10c8b","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellales_fam_Incertae_sedis","Minimedusa","Minimedusa_polyspora","1.0000000","c13fb93eedec3db67931968df8f10c8b"
"c14c946979298b0b6f85fa8faaa523af","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c14c946979298b0b6f85fa8faaa523af"
"c15065f57b7a9744413b219a61b93762","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7513678","c15065f57b7a9744413b219a61b93762"
"c157bf2f15cb692515864c03792040fb","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.9274407","c157bf2f15cb692515864c03792040fb"
"c16024506e85d75f72cff1a304418436","Fungi","Basidiomycota","Agaricomycetes","Boletales","Suillaceae","Suillus","Suillus_lakei","0.9999877","c16024506e85d75f72cff1a304418436"
"c162617dcef05836af80285940de11d4","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia",NA,"0.9341938","c162617dcef05836af80285940de11d4"
"c1679d563439c55405ab109153c9b9b6","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7887653","c1679d563439c55405ab109153c9b9b6"
"c168757ebfb91b5647806b8909e24a50","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9943534","c168757ebfb91b5647806b8909e24a50"
"c16c54c4edb9f83405c7e080226c4c3e","Fungi","Basidiomycota","Agaricomycetes","Boletales","Suillaceae","Suillus","Suillus_lakei","0.9999721","c16c54c4edb9f83405c7e080226c4c3e"
"c16e57aad5c851f42a102c425bbc3600","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Camarosporidiellaceae","Camarosporidiella","unidentified","0.8483486","c16e57aad5c851f42a102c425bbc3600"
"c16fbc0f1121615099603e884d7561cd","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7830128","c16fbc0f1121615099603e884d7561cd"
"c1703cbc9de67a6e25e1d298030ee401","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7159506","c1703cbc9de67a6e25e1d298030ee401"
"c171749ec7d85fc09712e46d8261a016","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","unidentified","unidentified","0.9923188","c171749ec7d85fc09712e46d8261a016"
"c1739b97e794b0447c786e3d9f478875","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_tephrensis","0.9994243","c1739b97e794b0447c786e3d9f478875"
"c176a732523affb234adaeccdd2c431f","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium",NA,"0.8681975","c176a732523affb234adaeccdd2c431f"
"c17b400371aeeb7ec04cb8733b27d069","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Acrostalagmus","Acrostalagmus_luteoalbus","1.0000000","c17b400371aeeb7ec04cb8733b27d069"
"c17f0cc5906f2fb03827da8851934c5e","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Melanoleuca",NA,"0.9995573","c17f0cc5906f2fb03827da8851934c5e"
"c18ac518ec9fdbbd750d4ff5360c9e51","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c18ac518ec9fdbbd750d4ff5360c9e51"
"c19094b905ec394da44fa4efc186c1a1","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c19094b905ec394da44fa4efc186c1a1"
"c1922c0b05b8e05ab1fa6985c0695af5","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c1922c0b05b8e05ab1fa6985c0695af5"
"c19300d022a8908e11a54d0c171ab631","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA,"0.9897198","c19300d022a8908e11a54d0c171ab631"
"c1978d60ef6f874ce492eb3e2d4f19b1","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c1978d60ef6f874ce492eb3e2d4f19b1"
"c1998b44de47b8f46605c8e9dc2bdbbc","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus",NA,"0.9778197","c1998b44de47b8f46605c8e9dc2bdbbc"
"c19b5d0f26133b628ae4fc4e455df104","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9622673","c19b5d0f26133b628ae4fc4e455df104"
"c19bfec2a2c9d8e8a82e4459b627ece7","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c19bfec2a2c9d8e8a82e4459b627ece7"
"c19c8ddb8b20c216508cf98860a70571","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c19c8ddb8b20c216508cf98860a70571"
"c19ddc9a56e746027f5e33a0c155a0b1","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9991428","c19ddc9a56e746027f5e33a0c155a0b1"
"c19fefce66386c38952dbc61607e72d2","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c19fefce66386c38952dbc61607e72d2"
"c1a138196dadefbde358dc2b9e0ceaba","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",NA,"0.9998896","c1a138196dadefbde358dc2b9e0ceaba"
"c1b023238c49aed0178507c958639947","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","unidentified","unidentified","0.9887236","c1b023238c49aed0178507c958639947"
"c1b1a78bbf81a30884513d374abcf214","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebia","Phlebia_tremellosa","0.9999985","c1b1a78bbf81a30884513d374abcf214"
"c1b3a84d39638e948bb40a97ecaf360d","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7823477","c1b3a84d39638e948bb40a97ecaf360d"
"c1b6c3094640510a9865359876d82c1b","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,"0.9258711","c1b6c3094640510a9865359876d82c1b"
"c1bdabe9badc46fc125e03537038f20c","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_conicus","0.8736267","c1bdabe9badc46fc125e03537038f20c"
"c1be4da820f41e60e52d01f33ca7c4ac","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c1be4da820f41e60e52d01f33ca7c4ac"
"c1c12046d77effae6e0af529f82e1a10","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unidentified","0.8802412","c1c12046d77effae6e0af529f82e1a10"
"c1c68877ed1ca0a7dd9a7e2a29e3a9c5","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9717642","c1c68877ed1ca0a7dd9a7e2a29e3a9c5"
"c1cbda6f52c9b0477c228a23bc903779","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c1cbda6f52c9b0477c228a23bc903779"
"c1d1f742424f6326fa4c5d58d856d7e3","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c1d1f742424f6326fa4c5d58d856d7e3"
"c1d3cbe455dc0e1951c17b088e6f30ce","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c1d3cbe455dc0e1951c17b088e6f30ce"
"c1d42d83e8427708d8065816c893bbfd","Fungi","Ascomycota",NA,NA,NA,NA,NA,"0.7362686","c1d42d83e8427708d8065816c893bbfd"
"c1d507d993fdc7d9acc3cf7cf6d741cf","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9999977","c1d507d993fdc7d9acc3cf7cf6d741cf"
"c1dcdcdec462c6d2a0bba69ec052619f","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Bovista","Bovista_plumbea","0.8348083","c1dcdcdec462c6d2a0bba69ec052619f"
"c1dd40dc7bcb0a49b38172c7b6f9a25e","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7582598","c1dd40dc7bcb0a49b38172c7b6f9a25e"
"c1eef3ac227a495e1000f194eeb04af9","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c1eef3ac227a495e1000f194eeb04af9"
"c1ef6bc191af175bb7fba463d60ddd3c","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9183671","c1ef6bc191af175bb7fba463d60ddd3c"
"c1f45f53870d6cd15e67b7babd0ace84","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"0.7761056","c1f45f53870d6cd15e67b7babd0ace84"
"c1f76b70bb6a1d2125f0dd283e9f0914","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7947319","c1f76b70bb6a1d2125f0dd283e9f0914"
"c2061c299536645ad54240dab253bf86","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","unidentified","unidentified","unidentified","0.8886030","c2061c299536645ad54240dab253bf86"
"c2067f0578c28b76e1fd1aaaa4c7021b","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","unidentified","unidentified","0.8035750","c2067f0578c28b76e1fd1aaaa4c7021b"
"c209fd97c7577ea2283f7051cd0f5bb3","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c209fd97c7577ea2283f7051cd0f5bb3"
"c2117effbd80be8d8cb40167bc2e9bc3","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c2117effbd80be8d8cb40167bc2e9bc3"
"c21405155f291c35a00b44bfe180d84b","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","Thanatephorus_cucumeris","0.9947841","c21405155f291c35a00b44bfe180d84b"
"c218bd6b2b975432ef5d2ba82936eb39","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_decumbens","0.8821921","c218bd6b2b975432ef5d2ba82936eb39"
"c2190888cd8e734db45360dd1faaa559","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8296900","c2190888cd8e734db45360dd1faaa559"
"c21afe6b3547c6060e14084e059f9a63","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum_kotlabae","0.9996868","c21afe6b3547c6060e14084e059f9a63"
"c22429d793140799b7182dab0e237265","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Tausonia","Tausonia_pullulans","1.0000000","c22429d793140799b7182dab0e237265"
"c22aa7fc4f4193b58793489ee43b969d","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriales_fam_Incertae_sedis","Neophaeococcomyces",NA,"0.8651891","c22aa7fc4f4193b58793489ee43b969d"
"c24b1fa75581fb60998d02cbcb1b1f4f","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7445975","c24b1fa75581fb60998d02cbcb1b1f4f"
"c24c9ec5fca4569e601a8d356d894451","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8038701","c24c9ec5fca4569e601a8d356d894451"
"c254e54b33b08710603975b0a14a1195","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c254e54b33b08710603975b0a14a1195"
"c25dbfa5cf7d03ecfd934264a46be618","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia_polymorpha","0.9999693","c25dbfa5cf7d03ecfd934264a46be618"
"c26055892123a04c2a41e5fe27be8789","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7553845","c26055892123a04c2a41e5fe27be8789"
"c26ce62352f9340ac18639daba88c74b","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c26ce62352f9340ac18639daba88c74b"
"c27efe172c35f1dea86a22894f5e4c6b","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Tranzscheliella","Tranzscheliella_hypodytes","0.8090390","c27efe172c35f1dea86a22894f5e4c6b"
"c288fe947519fa6b4e5025903ec88a79","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","Thanatephorus_cucumeris","0.9461161","c288fe947519fa6b4e5025903ec88a79"
"c2891d9eeb977720e13e5462c44d5c76","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Trichothecium","Trichothecium_ovalisporum","0.8848754","c2891d9eeb977720e13e5462c44d5c76"
"c2939f5207d9bb69f86c12e68d6e05ad","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Leucoagaricus","Leucoagaricus_barssii","0.9783649","c2939f5207d9bb69f86c12e68d6e05ad"
"c29c93e32e765be465fd80f79db2c463","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c29c93e32e765be465fd80f79db2c463"
"c2a13d5f503f6886735ab643691088c8","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7583523","c2a13d5f503f6886735ab643691088c8"
"c2a6e187e4430477bdff3482b09993b9","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodosporidiobolus","Rhodosporidiobolus_colostri","0.9980104","c2a6e187e4430477bdff3482b09993b9"
"c2ab476eeb9dfab32c54bfa6f39ef570","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c2ab476eeb9dfab32c54bfa6f39ef570"
"c2b069c6ae45f21e788077dc0e7f2c38","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Udeniomyces","Udeniomyces_puniceus","0.9922140","c2b069c6ae45f21e788077dc0e7f2c38"
"c2b0f67274a3b34b771a03f6d4420f26","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8545258","c2b0f67274a3b34b771a03f6d4420f26"
"c2b2032e0fd00cabed4325d9ae1e6e18","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7567879","c2b2032e0fd00cabed4325d9ae1e6e18"
"c2b4e5f6fcbb956ac3c315815ef0f5eb","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c2b4e5f6fcbb956ac3c315815ef0f5eb"
"c2b8e81ff95e2714a77cafa19387703f","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7553335","c2b8e81ff95e2714a77cafa19387703f"
"c2b967a6ced4bc1e93275c2f5617f390","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7300859","c2b967a6ced4bc1e93275c2f5617f390"
"c2b99920b839381ad435b589a997c660","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8666511","c2b99920b839381ad435b589a997c660"
"c2c21ea2d789ffaf1b44d6d920aad9ad","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","Spizellomyces_acuminatus","0.9999751","c2c21ea2d789ffaf1b44d6d920aad9ad"
"c2c4d301082f860c1eaa6cbe37c0ab94","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8388629","c2c4d301082f860c1eaa6cbe37c0ab94"
"c2caefbff851af1378397633fb0bf227","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c2caefbff851af1378397633fb0bf227"
"c2cecfa2cb0c4122361373ccf1360a98","Fungi","Monoblepharomycota","Monoblepharidomycetes","Monoblepharidales","unidentified","unidentified","unidentified","0.9999937","c2cecfa2cb0c4122361373ccf1360a98"
"c2d1b4c2a66b545e637f2124f58ef129","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9998666","c2d1b4c2a66b545e637f2124f58ef129"
"c2d3a42755391fd1101aebbe36f17a10","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8337794","c2d3a42755391fd1101aebbe36f17a10"
"c2d893b75246f500f352a7c62cbe7fb4","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella_candolleana","0.7600573","c2d893b75246f500f352a7c62cbe7fb4"
"c2da21a2cc8b5aa1a0a220800b84de03","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c2da21a2cc8b5aa1a0a220800b84de03"
"c2da6a9c08b092275e3ded5b7097ca62","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c2da6a9c08b092275e3ded5b7097ca62"
"c2db872dddec5b3b60a55921bc9cb90f","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9918938","c2db872dddec5b3b60a55921bc9cb90f"
"c2dc01129f375d1be770d8d67651e1f1","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c2dc01129f375d1be770d8d67651e1f1"
"c2dfc561e5473a67510ffdccf57928e5","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8197901","c2dfc561e5473a67510ffdccf57928e5"
"c2e764bea3049e96277890b4593bb97e","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c2e764bea3049e96277890b4593bb97e"
"c2e805de4ad58698d8bdba84e52d9874","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9999899","c2e805de4ad58698d8bdba84e52d9874"
"c2eefc2635136b11eb99792f23a03e3e","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus","unidentified","0.9994299","c2eefc2635136b11eb99792f23a03e3e"
"c2f4af7f6afe7aef9ace089ce2a10624","Fungi","Ascomycota",NA,NA,NA,NA,NA,"0.7652507","c2f4af7f6afe7aef9ace089ce2a10624"
"c2f6bc6e7cdd5486fcff9c7c73cd4c68","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium_magnum","0.9130143","c2f6bc6e7cdd5486fcff9c7c73cd4c68"
"c2fedde640873235b31c302fb72404e9","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c2fedde640873235b31c302fb72404e9"
"c308bf1f6461a0aa9b00313d83bf5126","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","unidentified","unidentified","0.9475476","c308bf1f6461a0aa9b00313d83bf5126"
"c308f93e437f0bf632c12a2e9890cb0c","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Neocamarosporium","unidentified","0.9838391","c308f93e437f0bf632c12a2e9890cb0c"
"c30aeafea49bd49752619c7301f08916","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9171927","c30aeafea49bd49752619c7301f08916"
"c31129c0036060d368ffc9589bdb4987","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8593864","c31129c0036060d368ffc9589bdb4987"
"c31344396880a71d593e2ebabed67f87","Fungi","Ascomycota",NA,NA,NA,NA,NA,"0.7035069","c31344396880a71d593e2ebabed67f87"
"c315b24b584dfce310cb73a392378263","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae","Powellomyces","unidentified","0.9999978","c315b24b584dfce310cb73a392378263"
"c316f97e6c95b2058940aa2e14645fc5","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","unidentified","unidentified","unidentified","0.8461046","c316f97e6c95b2058940aa2e14645fc5"
"c31b5330c38e4522320c88dde7e88ad8","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA,"0.7416266","c31b5330c38e4522320c88dde7e88ad8"
"c31bf08e2a90e3f56c2132855b8ceb5d","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus","Rhizopus_arrhizus","1.0000000","c31bf08e2a90e3f56c2132855b8ceb5d"
"c31e70e0361c74e33cdc535eb4cb459a","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Geopora","unidentified","0.8279717","c31e70e0361c74e33cdc535eb4cb459a"
"c31f95c98d78adddfc1c3e4c1450cda4","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gibberella","Gibberella_intricans","0.8158159","c31f95c98d78adddfc1c3e4c1450cda4"
"c32127aa3b358b99928e76cbfeb8287c","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","unidentified","unidentified","0.7674774","c32127aa3b358b99928e76cbfeb8287c"
"c32e151ec4cddee9e1c42003d01a1a59","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c32e151ec4cddee9e1c42003d01a1a59"
"c32f814a7a5dfe1d610a60a2226739e6","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","unidentified","unidentified","0.9988092","c32f814a7a5dfe1d610a60a2226739e6"
"c33614fe250cc5dcf48a582019a2756f","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c33614fe250cc5dcf48a582019a2756f"
"c337174b54fab94061a7f2709fbfad56","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Psilocybe","Psilocybe_inquilina","0.9546302","c337174b54fab94061a7f2709fbfad56"
"c3418bdf446781b7933b6907e4c0b041","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c3418bdf446781b7933b6907e4c0b041"
"c342569bd5cc14d40570b2072e9299b7","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","0.8394710","c342569bd5cc14d40570b2072e9299b7"
"c3486eb48475a6d6eb1a56521636c61d","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c3486eb48475a6d6eb1a56521636c61d"
"c34d93b7a6a4abc2796aa7fd2cf9af6c","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","unidentified","unidentified","0.9997568","c34d93b7a6a4abc2796aa7fd2cf9af6c"
"c34f56978d37591f84cca4381904124c","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium_fusiforme","0.7710421","c34f56978d37591f84cca4381904124c"
"c34f7d403ecf4b051334de512ba1599d","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9999887","c34f7d403ecf4b051334de512ba1599d"
"c350c0ec8f466a9b5fb7ae047c9ef4c4","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida",NA,"0.7099460","c350c0ec8f466a9b5fb7ae047c9ef4c4"
"c3511b20ba0c793bb31da1979c466a62","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c3511b20ba0c793bb31da1979c466a62"
"c35287107c178642b4ebe0d96c90c03e","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9294273","c35287107c178642b4ebe0d96c90c03e"
"c3560da30b551a526564149bbf68a589","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Kondoaceae","Kondoa","Kondoa_sorbi","0.9999997","c3560da30b551a526564149bbf68a589"
"c3669cfc2b88440a4f267c7f03f42db8","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9943289","c3669cfc2b88440a4f267c7f03f42db8"
"c3671b9e640eb20768c19f06d1671ead","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Scolecobasidium","Scolecobasidium_humicola","0.8854447","c3671b9e640eb20768c19f06d1671ead"
"c369a881c47119dc7aab486ac1d68b1c","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c369a881c47119dc7aab486ac1d68b1c"
"c36b1655796eed2132367618cdcaa532","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","c36b1655796eed2132367618cdcaa532"
"c36bda371fa67f78e74af6d69ea19c91","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8459835","c36bda371fa67f78e74af6d69ea19c91"
